ageem.id,state,municipality,tax.dap.min.range,tax.dap.max.range,tax.dap.avg.range,tax.dap.method,tax.dap.percent,tax.dap.value
13007,Hidalgo,Almoloya,0.015,0.05,0.0325,Range.percent,0.0325,
13008,Hidalgo,Apan,0.015,0.05,0.0325,Range.percent,0.0325,
13009,Hidalgo,El Arenal,0.015,0.05,0.0325,Range.percent,0.0325,
13010,Hidalgo,Atitalaquia,0.015,0.05,0.0325,Range.percent,0.0325,
13011,Hidalgo,Atlapexco,,,,,,
13012,Hidalgo,Atotonilco el Grande,0.015,0.05,0.0325,Range.percent,0.0325,
13013,Hidalgo,Atotonilco de Tula,0.015,0.05,0.0325,Range.percent,0.0325,
13014,Hidalgo,Calnali,0.015,0.05,0.0325,Range.percent,0.0325,
13015,Hidalgo,Cardonal,0.015,0.05,0.0325,Range.percent,0.0325,
13016,Hidalgo,Cuautepec de Hinojosa,0.015,0.05,0.0325,Range.percent,0.0325,
13017,Hidalgo,Chapantongo,0.015,0.05,0.0325,Range.percent,0.0325,
13018,Hidalgo,Chapulhuacan,0.015,0.05,0.0325,Range.percent,0.0325,
13019,Hidalgo,Chilcuautla,0.015,0.05,0.0325,Range.percent,0.0325,
13020,Hidalgo,Eloxochitlan,0.015,0.05,0.0325,Range.percent,0.0325,
13021,Hidalgo,Emiliano Zapata,0.015,0.05,0.0325,Range.percent,0.0325,
13022,Hidalgo,Epazoyucan,0.015,0.05,0.0325,Range.percent,0.0325,
13023,Hidalgo,Francisco I. Madero,0.015,0.05,0.0325,Range.percent,0.0325,
13024,Hidalgo,Huasca de Ocampo,0.015,0.05,0.0325,Range.percent,0.0325,
13025,Hidalgo,Huautla,0.015,0.05,0.0325,Range.percent,0.0325,
13026,Hidalgo,Huazalingo,0.015,0.05,0.0325,Range.percent,0.0325,
13027,Hidalgo,Huehuetla,,,,,,
13028,Hidalgo,Huejutla de Reyes,0.015,0.05,0.0325,Range.percent,0.0325,
13029,Hidalgo,Huichapan,0.015,0.05,0.0325,Range.percent,0.0325,
13030,Hidalgo,Ixmiquilpan,0.015,0.05,0.0325,Range.percent,0.0325,
13031,Hidalgo,Jacala de Ledezma,0.015,0.05,0.0325,Range.percent,0.0325,
13032,Hidalgo,Jaltocan,0.015,0.05,0.0325,Range.percent,0.0325,
13033,Hidalgo,Juarez Hidalgo,0.015,0.05,0.0325,Range.percent,0.0325,
13034,Hidalgo,Lolotla,0.015,0.05,0.0325,Range.percent,0.0325,
13035,Hidalgo,Metepec,0.015,0.05,0.0325,Range.percent,0.0325,
13036,Hidalgo,San Agustin Metzquititlan,0.015,0.05,0.0325,Range.percent,0.0325,
13037,Hidalgo,Metztitlan,0.015,0.05,0.0325,Range.percent,0.0325,
13038,Hidalgo,Mineral del Chico,0.015,0.05,0.0325,Range.percent,0.0325,
13039,Hidalgo,Mineral del Monte,0.015,0.05,0.0325,Range.percent,0.0325,
13040,Hidalgo,La Mision,0.015,0.05,0.0325,Range.percent,0.0325,
13041,Hidalgo,Mixquiahuala de Juarez,0.015,0.05,0.0325,Range.percent,0.0325,
13042,Hidalgo,Molango de Escamilla,0.015,0.05,0.0325,Range.percent,0.0325,
13043,Hidalgo,Nicolas Flores,0.015,0.05,0.0325,Range.percent,0.0325,
13044,Hidalgo,Nopala de Villagran,0.015,0.05,0.0325,Range.percent,0.0325,
13045,Hidalgo,Omitlan de Juarez,0.015,0.05,0.0325,Range.percent,0.0325,
13046,Hidalgo,San Felipe Orizatlan,0.015,0.05,0.0325,Range.percent,0.0325,
13047,Hidalgo,Pacula,0.015,0.05,0.0325,Range.percent,0.0325,
13048,Hidalgo,Pachuca de Soto,0.015,0.05,0.0325,Range.percent,0.0325,
13049,Hidalgo,Pisaflores,0.015,0.05,0.0325,Range.percent,0.0325,
13050,Hidalgo,Progreso de Obregon,0.015,0.05,0.0325,Range.percent,0.0325,
13051,Hidalgo,Mineral de la Reforma,0.015,0.05,0.0325,Range.percent,0.0325,
13052,Hidalgo,San Agustin Tlaxiaca,0.015,0.05,0.0325,Range.percent,0.0325,
13053,Hidalgo,San Bartolo Tutotepec,0.015,0.05,0.0325,Range.percent,0.0325,
13054,Hidalgo,San Salvador,0.015,0.05,0.0325,Range.percent,0.0325,
13055,Hidalgo,Santiago de Anaya,0.015,0.05,0.0325,Range.percent,0.0325,
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,0.015,0.05,0.0325,Range.percent,0.0325,
13057,Hidalgo,Singuilucan,0.015,0.05,0.0325,Range.percent,0.0325,
13058,Hidalgo,Tasquillo,0.015,0.05,0.0325,Range.percent,0.0325,
13059,Hidalgo,Tecozautla,0.015,0.05,0.0325,Range.percent,0.0325,
13060,Hidalgo,Tenango de Doria,,,,,,
13061,Hidalgo,Tepeapulco,0.015,0.05,0.0325,Range.percent,0.0325,
13062,Hidalgo,Tepehuacan de Guerrero,0.015,0.05,0.0325,Range.percent,0.0325,
13063,Hidalgo,Tepeji del Rio de Ocampo,0.015,0.05,0.0325,Range.percent,0.0325,
13064,Hidalgo,Tepetitlan,0.015,0.05,0.0325,Range.percent,0.0325,
13065,Hidalgo,Tetepango,,,,,,
13066,Hidalgo,Villa de Tezontepec,0.015,0.05,0.0325,Range.percent,0.0325,
13067,Hidalgo,Tezontepec de Aldama,0.015,0.05,0.0325,Range.percent,0.0325,
13068,Hidalgo,Tianguistengo,0.015,0.05,0.0325,Range.percent,0.0325,
13069,Hidalgo,Tizayuca,0.015,0.05,0.0325,Range.percent,0.0325,
13070,Hidalgo,Tlahuelilpan,0.015,0.05,0.0325,Range.percent,0.0325,
13071,Hidalgo,Tlahuiltepa,,,,,,
13072,Hidalgo,Tlanalapa,0.015,0.05,0.0325,Range.percent,0.0325,
13073,Hidalgo,Tlanchinol,0.015,0.05,0.0325,Range.percent,0.0325,
13074,Hidalgo,Tlaxcoapan,0.015,0.05,0.0325,Range.percent,0.0325,
13075,Hidalgo,Tolcayuca,0.015,0.05,0.0325,Range.percent,0.0325,
13076,Hidalgo,Tula de Allende,0.015,0.05,0.0325,Range.percent,0.0325,
13077,Hidalgo,Tulancingo de Bravo,0.015,0.05,0.0325,Range.percent,0.0325,
13078,Hidalgo,Xochiatipan,0.015,0.05,0.0325,Range.percent,0.0325,
13079,Hidalgo,Xochicoatlan,0.015,0.05,0.0325,Range.percent,0.0325,
13080,Hidalgo,Yahualica,0.015,0.05,0.0325,Range.percent,0.0325,
13081,Hidalgo,Zacualtipan de Angeles,0.015,0.05,0.0325,Range.percent,0.0325,
13082,Hidalgo,Zapotlan de Juarez,0.015,0.05,0.0325,Range.percent,0.0325,
13083,Hidalgo,Zempoala,0.015,0.05,0.0325,Range.percent,0.0325,
13084,Hidalgo,Zimapan,0.015,0.05,0.0325,Range.percent,0.0325,
14001,Jalisco,Acatic,,,,,,
14002,Jalisco,Acatlan de Juarez,,,,,,
14003,Jalisco,Ahualulco de Mercado,,,,,,
14004,Jalisco,Amacueca,,,,,,
14005,Jalisco,Amatitan,,,,,,
14006,Jalisco,Ameca,,,,,,
14007,Jalisco,San Juanito de Escobedo,,,,,,
14008,Jalisco,Arandas,,,,,,
14009,Jalisco,El Arenal,,,,,,
14010,Jalisco,Atemajac de Brizuela,,,,,,
14011,Jalisco,Atengo,,,,,,
14012,Jalisco,Atenguillo,,,,,,
14013,Jalisco,Atotonilco el Alto,,,,,,
14014,Jalisco,Atoyac,,,,,,
14015,Jalisco,Autlan de Navarro,,,,,,
14016,Jalisco,Ayotlan,,,,,,
14017,Jalisco,Ayutla,,,,,,
14018,Jalisco,La Barca,,,,,,
14019,Jalisco,Bolanos,,,,,,
14020,Jalisco,Cabo Corrientes,,,,,,
14021,Jalisco,Casimiro Castillo,,,,,,
14022,Jalisco,Cihuatlan,,,,,,
14023,Jalisco,Zapotlan el Grande,,,,,,
14024,Jalisco,Cocula,,,,,,
14025,Jalisco,Colotlan,,,,,,
14026,Jalisco,Concepcion de Buenos Aires,,,,,,
14027,Jalisco,Cuautitlan de Garcia Barragan,,,,,,
14028,Jalisco,Cuautla,,,,,,
14029,Jalisco,Cuquio,,,,,,
14030,Jalisco,Chapala,,,,,,
14031,Jalisco,Chimaltitan,,,,,,
14032,Jalisco,Chiquilistlan,,,,,,
14033,Jalisco,Degollado,,,,,,
14034,Jalisco,Ejutla,,,,,,
14035,Jalisco,Encarnacion de Diaz,,,,,,
14036,Jalisco,Etzatlan,,,,,,
14037,Jalisco,El Grullo,,,,,,
14038,Jalisco,Guachinango,,,,,,
14039,Jalisco,Guadalajara,,,,,,
14040,Jalisco,Hostotipaquillo,,,,,,
14041,Jalisco,Huejucar,,,,,,
14042,Jalisco,Huejuquilla el Alto,,,,,,
14043,Jalisco,La Huerta,,,,,,
14044,Jalisco,Ixtlahuacan de los Membrillos,,,,,,
14045,Jalisco,Ixtlahuacan del Rio,,,,,,
14046,Jalisco,Jalostotitlan,,,,,,
14047,Jalisco,Jamay,,,,,,
14048,Jalisco,Jesus Maria,,,,,,
14049,Jalisco,Jilotlan de los Dolores,,,,,,
14050,Jalisco,Jocotepec,,,,,,
14051,Jalisco,Juanacatlan,,,,,,
14052,Jalisco,Juchitlan,,,,,,
14053,Jalisco,Lagos de Moreno,,,,,,
14054,Jalisco,El Limon,,,,,,
14055,Jalisco,Magdalena,,,,,,
14056,Jalisco,Santa Maria del Oro,,,,,,
14057,Jalisco,La Manzanilla de la Paz,,,,,,
14058,Jalisco,Mascota,,,,,,
14059,Jalisco,Mazamitla,,,,,,
14060,Jalisco,Mexticacan,,,,,,
14061,Jalisco,Mezquitic,,,,,,
14062,Jalisco,Mixtlan,,,,,,
14063,Jalisco,Ocotlan,,,,,,
14064,Jalisco,Ojuelos de Jalisco,,,,,,
14065,Jalisco,Pihuamo,,,,,,
14066,Jalisco,Poncitlan,,,,,,
14067,Jalisco,Puerto Vallarta,,,,,,
14068,Jalisco,Villa Purificacion,,,,,,
14069,Jalisco,Quitupan,,,,,,
14070,Jalisco,El Salto,,,,,,
14071,Jalisco,San Cristobal de la Barranca,,,,,,
14072,Jalisco,San Diego de Alejandria,,,,,,
14073,Jalisco,San Juan de los Lagos,,,,,,
14074,Jalisco,San Julian,,,,,,
14075,Jalisco,San Marcos,,,,,,
14076,Jalisco,San Martin de Bolanos,,,,,,
14077,Jalisco,San Martin Hidalgo,,,,,,
14078,Jalisco,San Miguel el Alto,,,,,,
14079,Jalisco,Gomez Farias,,,,,,
14080,Jalisco,San Sebastian del Oeste,,,,,,
14081,Jalisco,Santa Maria de los Angeles,,,,,,
14082,Jalisco,Sayula,,,,,,
14083,Jalisco,Tala,,,,,,
14084,Jalisco,Talpa de Allende,,,,,,
14085,Jalisco,Tamazula de Gordiano,,,,,,
14086,Jalisco,Tapalpa,,,,,,
14087,Jalisco,Tecalitlan,,,,,,
14088,Jalisco,Tecolotlan,,,,,,
14089,Jalisco,Techaluta de Montenegro,,,,,,
14090,Jalisco,Tenamaxtlan,,,,,,
14091,Jalisco,Teocaltiche,,,,,,
14092,Jalisco,Teocuitatlan de Corona,,,,,,
14093,Jalisco,Tepatitlan de Morelos,,,,,,
14094,Jalisco,Tequila,,,,,,
14095,Jalisco,Teuchitlan,,,,,,
14096,Jalisco,Tizapan el Alto,,,,,,
14097,Jalisco,Tlajomulco de Zuniga,,,,,,
14098,Jalisco,Tlaquepaque,,,,,,
14099,Jalisco,Toliman,,,,,,
14100,Jalisco,Tomatlan,,,,,,
14101,Jalisco,Tonala,,,,,,
14102,Jalisco,Tonaya,,,,,,
14103,Jalisco,Tonila,,,,,,
14104,Jalisco,Totatiche,,,,,,
14105,Jalisco,Tototlan,,,,,,
14106,Jalisco,Tuxcacuesco,,,,,,
14107,Jalisco,Tuxcueca,,,,,,
14108,Jalisco,Tuxpan,,,,,,
14109,Jalisco,Union de San Antonio,,,,,,
14110,Jalisco,Union de Tula,,,,,,
14111,Jalisco,Valle de Guadalupe,,,,,,
14112,Jalisco,Valle de Juarez,,,,,,
14113,Jalisco,San Gabriel,,,,,,
14114,Jalisco,Villa Corona,,,,,,
14115,Jalisco,Villa Guerrero,,,,,,
14116,Jalisco,Villa Hidalgo,,,,,,
14117,Jalisco,Canadas de Obregon,,,,,,
14118,Jalisco,Yahualica de Gonzalez Gallo,,,,,,
14119,Jalisco,Zacoalco de Torres,,,,,,
14120,Jalisco,Zapopan,,,,,,
14121,Jalisco,Zapotiltic,,,,,,
14122,Jalisco,Zapotitlan de Vadillo,,,,,,
14123,Jalisco,Zapotlan del Rey,,,,,,
14124,Jalisco,Zapotlanejo,,,,,,
14125,Jalisco,San Ignacio Cerro Gordo,,,,,,
15001,Mexico,Acambay,,,,,,
15002,Mexico,Acolman,,,,Percent,0.1,
15003,Mexico,Aculco,,,,Percent,0.1,
15004,Mexico,Almoloya de Alquisiras,,,,Percent,0.1,
15005,Mexico,Almoloya de Juarez,,,,Percent,0.1,
15006,Mexico,Almoloya del Rio,0.025,0.1,0.0625,Range.percent,0.0625,
15007,Mexico,Amanalco,,,,Percent,0.1,
15008,Mexico,Amatepec,,,,Percent,0.1,
15009,Mexico,Amecameca,0.025,0.1,0.0625,Range.percent,0.0625,
15010,Mexico,Apaxco,,,,Percent,0.1,
15011,Mexico,Atenco,0.025,0.1,0.0625,Range.percent,0.0625,
15012,Mexico,Atizapan,0.025,0.1,0.0625,Range.percent,0.0625,
15013,Mexico,Atizapan de Zaragoza,,,,Percent,0.1,
15014,Mexico,Atlacomulco,,,,Percent,0.1,
15015,Mexico,Atlautla,0.025,0.1,0.0625,Range.percent,0.0625,
15016,Mexico,Axapusco,,,,Percent,0.1,
15017,Mexico,Ayapango,0.025,0.1,0.0625,Range.percent,0.0625,
15018,Mexico,Calimaya,0.025,0.1,0.0625,Range.percent,0.0625,
15019,Mexico,Capulhuac,0.025,0.1,0.0625,Range.percent,0.0625,
15020,Mexico,Coacalco de Berriozabal,,,,Percent,0.1,
15021,Mexico,Coatepec Harinas,,,,Percent,0.1,
15022,Mexico,Cocotitlan,0.025,0.1,0.0625,Range.percent,0.0625,
15023,Mexico,Coyotepec,,,,Percent,0.1,
15024,Mexico,Cuautitlan,,,,Percent,0.1,
15025,Mexico,Chalco,0.025,0.1,0.0625,Range.percent,0.0625,
15026,Mexico,Chapa de Mota,,,,Percent,0.1,
15027,Mexico,Chapultepec,,,,,,
15028,Mexico,Chiautla,0.025,0.1,0.0625,Range.percent,0.0625,
15029,Mexico,Chicoloapan,0.025,0.1,0.0625,Range.percent,0.0625,
15030,Mexico,Chiconcuac,,,,,,
15031,Mexico,Chimalhuacan,0.025,0.1,0.0625,Range.percent,0.0625,
15032,Mexico,Donato Guerra,,,,Percent,0.1,
15033,Mexico,Ecatepec de Morelos,,,,Percent,0.1,
15034,Mexico,Ecatzingo,0.025,0.1,0.0625,Range.percent,0.0625,
15035,Mexico,Huehuetoca,,,,Percent,0.1,
15036,Mexico,Hueypoxtla,,,,Percent,0.1,
15037,Mexico,Huixquilucan,0.025,0.1,0.0625,Range.percent,0.0625,
15038,Mexico,Isidro Fabela,,,,Percent,0.1,
15039,Mexico,Ixtapaluca,0.025,0.1,0.0625,Range.percent,0.0625,
15040,Mexico,Ixtapan de la Sal,,,,Percent,0.1,
15041,Mexico,Ixtapan del Oro,,,,,,
15042,Mexico,Ixtlahuaca,,,,Percent,0.1,
15043,Mexico,Xalatlaco,0.025,0.1,0.0625,Range.percent,0.0625,
15044,Mexico,Jaltenco,,,,Percent,0.1,
15045,Mexico,Jilotepec,,,,Percent,0.1,
15046,Mexico,Jilotzingo,,,,Percent,0.1,
15047,Mexico,Jiquipilco,,,,Percent,0.1,
15048,Mexico,Jocotitlan,,,,Percent,0.1,
15049,Mexico,Joquicingo,0.025,0.1,0.0625,Range.percent,0.0625,
15050,Mexico,Juchitepec,0.025,0.1,0.0625,Range.percent,0.0625,
15051,Mexico,Lerma,0.025,0.1,0.0625,Range.percent,0.0625,
15052,Mexico,Malinalco,0.025,0.1,0.0625,Range.percent,0.0625,
15053,Mexico,Melchor Ocampo,,,,Percent,0.1,
15054,Mexico,Metepec,0.025,0.1,0.0625,Range.percent,0.0625,
15055,Mexico,Mexicaltzingo,0.025,0.1,0.0625,Range.percent,0.0625,
15056,Mexico,Morelos,,,,Percent,0.1,
15057,Mexico,Naucalpan de Juarez,0.025,0.1,0.0625,Range.percent,0.0625,
15058,Mexico,Nezahualcoyotl,0.025,0.1,0.0625,Range.percent,0.0625,
15059,Mexico,Nextlalpan,,,,Percent,0.1,
15060,Mexico,Nicolas Romero,,,,Percent,0.1,
15061,Mexico,Nopaltepec,,,,Percent,0.1,
15062,Mexico,Ocoyoacac,0.025,0.1,0.0625,Range.percent,0.0625,
15063,Mexico,Ocuilan,0.025,0.1,0.0625,Range.percent,0.0625,
15064,Mexico,El Oro,,,,Percent,0.1,
15065,Mexico,Otumba,,,,Percent,0.1,
15066,Mexico,Otzoloapan,,,,,,
15067,Mexico,Otzolotepec,0.025,0.1,0.0625,Range.percent,0.0625,
15068,Mexico,Ozumba,0.025,0.1,0.0625,Range.percent,0.0625,
15069,Mexico,Papalotla,0.025,0.1,0.0625,Range.percent,0.0625,
15070,Mexico,La Paz,0.025,0.1,0.0625,Range.percent,0.0625,
15071,Mexico,Polotitlan,,,,Percent,0.1,
15072,Mexico,Rayon,0.025,0.1,0.0625,Range.percent,0.0625,
15073,Mexico,San Antonio la Isla,0.025,0.1,0.0625,Range.percent,0.0625,
15074,Mexico,San Felipe del Progreso,,,,Percent,0.1,
15075,Mexico,San Martin de las Piramides,,,,Percent,0.1,
15076,Mexico,San Mateo Atenco,0.025,0.1,0.0625,Range.percent,0.0625,
15077,Mexico,San Simon de Guerrero,,,,,,
15078,Mexico,Santo Tomas,,,,Percent,0.1,
15079,Mexico,Soyaniquilpan de Juarez,,,,Percent,0.1,
15080,Mexico,Sultepec,,,,Percent,0.1,
15081,Mexico,Tecamac,,,,Percent,0.1,
15082,Mexico,Tejupilco,,,,Percent,0.1,
15083,Mexico,Temamatla,0.025,0.1,0.0625,Range.percent,0.0625,
15084,Mexico,Temascalapa,,,,Percent,0.1,
15085,Mexico,Temascalcingo,,,,Percent,0.1,
15086,Mexico,Temascaltepec,,,,Percent,0.1,
15087,Mexico,Temoaya,,,,Percent,0.1,
15088,Mexico,Tenancingo,,,,,,
15089,Mexico,Tenango del Aire,0.025,0.1,0.0625,Range.percent,0.0625,
15090,Mexico,Tenango del Valle,,,,,,
15091,Mexico,Teoloyucan,,,,Percent,0.1,
15092,Mexico,Teotihuacan,,,,Percent,0.1,
15093,Mexico,Tepetlaoxtoc,0.025,0.1,0.0625,Range.percent,0.0625,
15094,Mexico,Tepetlixpa,0.025,0.1,0.0625,Range.percent,0.0625,
15095,Mexico,Tepotzotlan,,,,Percent,0.1,
15096,Mexico,Tequixquiac,,,,Percent,0.1,
15097,Mexico,Texcaltitlan,,,,Percent,0.1,
15098,Mexico,Texcalyacac,,,,,,
15099,Mexico,Texcoco,0.025,0.1,0.0625,Range.percent,0.0625,
15100,Mexico,Tezoyuca,,,,Percent,0.1,
15101,Mexico,Tianguistenco,,,,,,
15102,Mexico,Timilpan,,,,Percent,0.1,
15103,Mexico,Tlalmanalco,0.025,0.1,0.0625,Range.percent,0.0625,
15104,Mexico,Tlalnepantla de Baz,,,,Percent,0.1,
15105,Mexico,Tlatlaya,,,,Percent,0.1,
15106,Mexico,Toluca,0.025,0.1,0.0625,Range.percent,0.0625,
15107,Mexico,Tonatico,,,,Percent,0.1,
15108,Mexico,Tultepec,,,,Percent,0.1,
15109,Mexico,Tultitlan,,,,Percent,0.1,
15110,Mexico,Valle de Bravo,,,,Percent,0.1,
15111,Mexico,Villa de Allende,,,,,,
15112,Mexico,Villa del Carbon,,,,Percent,0.1,
15113,Mexico,Villa Guerrero,,,,Percent,0.1,
15114,Mexico,Villa Victoria,,,,,,
15115,Mexico,Xonacatlan,0.025,0.1,0.0625,Range.percent,0.0625,
15116,Mexico,Zacazonapan,,,,,,
15117,Mexico,Zacualpan,,,,Percent,0.1,
15118,Mexico,Zinacantepec,0.025,0.1,0.0625,Range.percent,0.0625,
15119,Mexico,Zumpahuacan,,,,Percent,0.1,
15120,Mexico,Zumpango,,,,Percent,0.1,
15121,Mexico,Cuautitlan Izcalli,,,,Percent,0.1,
15122,Mexico,Valle de Chalco Solidaridad,0.025,0.1,0.0625,Range.percent,0.0625,
15123,Mexico,Luvianos,,,,Percent,0.1,
15124,Mexico,San Jose del Rincon,,,,Percent,0.1,
15125,Mexico,Tonanitla,,,,Percent,0.1,
16001,Michoacan de Ocampo,Acuitzio,7.6,966.63,487.115,Range,,487.115
16002,Michoacan de Ocampo,Aguililla,7.6,966.63,487.115,Range,,487.115
16003,Michoacan de Ocampo,Alvaro Obregon,7.6,966.63,487.115,Range,,487.115
16004,Michoacan de Ocampo,Angamacutiro,7.6,966.63,487.115,Range,,487.115
16005,Michoacan de Ocampo,Angangueo,7.6,966.63,487.115,Range,,487.115
16006,Michoacan de Ocampo,Apatzingan,7.6,966.63,487.115,Range,,487.115
16007,Michoacan de Ocampo,Aporo,7.6,966.63,487.115,Range,,487.115
16008,Michoacan de Ocampo,Aquila,7.6,966.63,487.115,Range,,487.115
16009,Michoacan de Ocampo,Ario,7.6,966.63,487.115,Range,,487.115
16010,Michoacan de Ocampo,Arteaga,7.6,966.63,487.115,Range,,487.115
16011,Michoacan de Ocampo,Brisenas,,,,,,
16012,Michoacan de Ocampo,Buenavista,7.6,966.63,487.115,Range,,487.115
16013,Michoacan de Ocampo,Caracuaro,7.6,966.63,487.115,Range,,487.115
16014,Michoacan de Ocampo,Coahuayana,7.6,966.63,487.115,Range,,487.115
16015,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,7.6,966.63,487.115,Range,,487.115
16016,Michoacan de Ocampo,Coeneo,7.6,966.63,487.115,Range,,487.115
16017,Michoacan de Ocampo,Contepec,7.6,966.63,487.115,Range,,487.115
16018,Michoacan de Ocampo,Copandaro,7.6,966.63,487.115,Range,,487.115
16019,Michoacan de Ocampo,Cotija,7.6,966.63,487.115,Range,,487.115
16020,Michoacan de Ocampo,Cuitzeo,7.6,966.63,487.115,Range,,487.115
16021,Michoacan de Ocampo,Charapan,7.6,966.63,487.115,Range,,487.115
16022,Michoacan de Ocampo,Charo,7.6,966.63,487.115,Range,,487.115
16023,Michoacan de Ocampo,Chavinda,7.6,966.63,487.115,Range,,487.115
16024,Michoacan de Ocampo,Cheran,7.6,966.63,487.115,Range,,487.115
16025,Michoacan de Ocampo,Chilchota,7.6,966.63,487.115,Range,,487.115
16026,Michoacan de Ocampo,Chinicuila,7.6,966.63,487.115,Range,,487.115
16027,Michoacan de Ocampo,Chucandiro,7.6,966.63,487.115,Range,,487.115
16028,Michoacan de Ocampo,Churintzio,7.6,966.63,487.115,Range,,487.115
16029,Michoacan de Ocampo,Churumuco,7.6,966.63,487.115,Range,,487.115
16030,Michoacan de Ocampo,Ecuandureo,7.6,966.63,487.115,Range,,487.115
16031,Michoacan de Ocampo,Epitacio Huerta,7.6,966.63,487.115,Range,,487.115
16032,Michoacan de Ocampo,Erongaricuaro,7.6,966.63,487.115,Range,,487.115
16033,Michoacan de Ocampo,Gabriel Zamora,7.6,966.63,487.115,Range,,487.115
16034,Michoacan de Ocampo,Hidalgo,7.6,966.63,487.115,Range,,487.115
16035,Michoacan de Ocampo,La Huacana,7.6,966.63,487.115,Range,,487.115
16036,Michoacan de Ocampo,Huandacareo,7.6,966.63,487.115,Range,,487.115
16037,Michoacan de Ocampo,Huaniqueo,7.6,966.63,487.115,Range,,487.115
16038,Michoacan de Ocampo,Huetamo,7.6,966.63,487.115,Range,,487.115
16039,Michoacan de Ocampo,Huiramba,7.6,966.63,487.115,Range,,487.115
16040,Michoacan de Ocampo,Indaparapeo,7.6,966.63,487.115,Range,,487.115
16041,Michoacan de Ocampo,Irimbo,7.6,966.63,487.115,Range,,487.115
16042,Michoacan de Ocampo,Ixtlan,7.6,966.63,487.115,Range,,487.115
16043,Michoacan de Ocampo,Jacona,7.6,966.63,487.115,Range,,487.115
16044,Michoacan de Ocampo,Jimenez,7.6,966.63,487.115,Range,,487.115
16045,Michoacan de Ocampo,Jiquilpan,7.6,966.63,487.115,Range,,487.115
16046,Michoacan de Ocampo,Juarez,7.6,966.63,487.115,Range,,487.115
16047,Michoacan de Ocampo,Jungapeo,7.6,966.63,487.115,Range,,487.115
16048,Michoacan de Ocampo,Lagunillas,7.6,966.63,487.115,Range,,487.115
16049,Michoacan de Ocampo,Madero,7.6,966.63,487.115,Range,,487.115
16050,Michoacan de Ocampo,Maravatio,7.6,966.63,487.115,Range,,487.115
16051,Michoacan de Ocampo,Marcos Castellanos,7.6,966.63,487.115,Range,,487.115
16052,Michoacan de Ocampo,Lazaro Cardenas,7.6,966.63,487.115,Range,,487.115
16053,Michoacan de Ocampo,Morelia,7.6,966.63,487.115,Range,,487.115
16054,Michoacan de Ocampo,Morelos,7.6,966.63,487.115,Range,,487.115
16055,Michoacan de Ocampo,Mugica,7.6,966.63,487.115,Range,,487.115
16056,Michoacan de Ocampo,Nahuatzen,7.6,966.63,487.115,Range,,487.115
16057,Michoacan de Ocampo,Nocupetaro,7.6,966.63,487.115,Range,,487.115
16058,Michoacan de Ocampo,Nuevo Parangaricutiro,7.6,966.63,487.115,Range,,487.115
16059,Michoacan de Ocampo,Nuevo Urecho,7.6,966.63,487.115,Range,,487.115
16060,Michoacan de Ocampo,Numaran,7.6,966.63,487.115,Range,,487.115
16061,Michoacan de Ocampo,Ocampo,7.6,966.63,487.115,Range,,487.115
16062,Michoacan de Ocampo,Pajacuaran,7.6,966.63,487.115,Range,,487.115
16063,Michoacan de Ocampo,Panindicuaro,7.6,966.63,487.115,Range,,487.115
16064,Michoacan de Ocampo,Paracuaro,7.6,966.63,487.115,Range,,487.115
16065,Michoacan de Ocampo,Paracho,7.6,966.63,487.115,Range,,487.115
16066,Michoacan de Ocampo,Patzcuaro,7.6,966.63,487.115,Range,,487.115
16067,Michoacan de Ocampo,Penjamillo,7.6,966.63,487.115,Range,,487.115
16068,Michoacan de Ocampo,Periban,7.6,966.63,487.115,Range,,487.115
16069,Michoacan de Ocampo,La Piedad,7.6,966.63,487.115,Range,,487.115
16070,Michoacan de Ocampo,Purepero,7.6,966.63,487.115,Range,,487.115
16071,Michoacan de Ocampo,Puruandiro,7.6,966.63,487.115,Range,,487.115
16072,Michoacan de Ocampo,Querendaro,7.6,966.63,487.115,Range,,487.115
16073,Michoacan de Ocampo,Quiroga,7.6,966.63,487.115,Range,,487.115
16074,Michoacan de Ocampo,Cojumatlan de Regules,7.6,966.63,487.115,Range,,487.115
16075,Michoacan de Ocampo,Los Reyes,7.6,966.63,487.115,Range,,487.115
16076,Michoacan de Ocampo,Sahuayo,7.6,966.63,487.115,Range,,487.115
16077,Michoacan de Ocampo,San Lucas,7.6,966.63,487.115,Range,,487.115
16078,Michoacan de Ocampo,Santa Ana Maya,7.6,966.63,487.115,Range,,487.115
16079,Michoacan de Ocampo,Salvador Escalante,7.6,966.63,487.115,Range,,487.115
16080,Michoacan de Ocampo,Senguio,7.6,966.63,487.115,Range,,487.115
16081,Michoacan de Ocampo,Susupuato,7.6,966.63,487.115,Range,,487.115
16082,Michoacan de Ocampo,Tacambaro,7.6,966.63,487.115,Range,,487.115
16083,Michoacan de Ocampo,Tancitaro,7.6,966.63,487.115,Range,,487.115
16084,Michoacan de Ocampo,Tangamandapio,7.6,966.63,487.115,Range,,487.115
16085,Michoacan de Ocampo,Tangancicuaro,7.6,966.63,487.115,Range,,487.115
16086,Michoacan de Ocampo,Tanhuato,7.6,966.63,487.115,Range,,487.115
16087,Michoacan de Ocampo,Taretan,7.6,966.63,487.115,Range,,487.115
